Exchange Date,Portfolio
2008-05-23,1556986.6093593345
2008-05-27,1540551.7514675958
2008-05-28,1534822.840053677
2008-05-29,1522416.531560857
2008-05-30,1531504.59651689
2008-06-02,1536796.356850896
2008-06-03,1533994.5669867902
2008-06-04,1528223.0797152892
2008-06-05,1526365.172415577
2008-06-06,1536967.246645126
2008-06-09,1529086.237719102
2008-06-10,1504186.5421805335
2008-06-11,1507179.6364194711
2008-06-12,1491198.8250276537
2008-06-13,1491286.402804653
2008-06-16,1499558.1396123664
2008-06-17,1503096.8429765303
2008-06-18,1510104.989926889
2008-06-19,1504946.165373273
2008-06-20,1504736.1928312094
2008-06-23,1496025.7638330874
2008-06-24,1502257.7429017585
2008-06-25,1503545.5218878991
2008-06-26,1514166.8505294253
2008-06-27,1520414.7147907396
2008-06-30,1521445.7929025127
2008-07-01,1518640.3648894907
2008-07-02,1516707.2672517053
2008-07-03,1508573.4156287587
2008-07-07,1508606.6780662348
2008-07-08,1507800.6191186067
2008-07-09,1511915.1841113127
2008-07-10,1518581.5985075606
2008-07-11,1512375.9659189228
2008-07-14,1519066.8943634043
2008-07-15,1514430.112128393
2008-07-16,1505283.8289810934
2008-07-17,1503291.1254102006
2008-07-18,1499453.8402096047
2008-07-21,1509174.9277708665
2008-07-22,1503012.970423525
2008-07-23,1495380.614335144
2008-07-24,1501826.3731712664
2008-07-25,1489452.938770636
2008-07-28,1494270.025166213
2008-07-29,1489945.231333608
